VERIFICACION DE DTEs DE ENERO 2026
Total folios a verificar: 187

========================================
RESUMEN
========================================
DTEs encontradas en enero 2026: 70
Con match CONFIRMED:  70
Con match DRAFT:      0
Con match REJECTED:   0
Sin ningun match:     0
Folios NO encontrados en enero: 118
========================================

--- FOLIOS NO ENCONTRADOS EN ENERO 2026 (118) ---
  Folio 2006895 | Tipo 33 | $729990 | AUTOMATIC | ExactMatch - Monto exacto + Empresa SAMSUNG ELECTRONICS CHILE LIMITADA a 1d | SAMSUNG ELECTRONICS CHILE LIMITADA
  Folio 2007519 | Tipo 33 | $729990 | AUTOMATIC | ExactMatch - Monto exacto + Empresa SAMSUNG ELECTRONICS CHILE LIMITADA a 1d | SAMSUNG ELECTRONICS CHILE LIMITADA
  Folio 2009875 | Tipo 33 | $1699950 | AUTOMATIC | ExactMatch - Monto exacto + Empresa SAMSUNG ELECTRONICS CHILE LIMITADA a 1d | SAMSUNG ELECTRONICS CHILE LIMITADA
  Folio 2235522 | Tipo 33 | $397580 | AUTOMATIC | AmountMatch - Monto exacto $397.580 | 1d diferencia | COMERCIAL ECCSA S.A.
  Folio 2493871 | Tipo 33 | $206820 | MANUAL | SplitPayment (sugerencia 9702dea8-af28-4092-9aa9-22befda55c6f) | LATAM AIRLINES GROUP S.A.
  Folio 2964259 | Tipo 33 | $74590 | AUTOMATIC | AmountMatch - Monto exacto $74.590 | 1d diferencia | ILOP S A
  Folio 5170803 | Tipo 34 | $2096135 | MANUAL | SplitPayment (sugerencia 9702dea8-af28-4092-9aa9-22befda55c6f) | LATAM AIRLINES GROUP S.A.
  Folio 5511522 | Tipo 33 | $742290 | AUTOMATIC | ExactMatch - Monto exacto + Empresa PERSONAL COMPUTER FACTORY S.A. a 1d | PERSONAL COMPUTER FACTORY S.A.
  Folio 5513567 | Tipo 33 | $1570930 | MANUAL | MANUAL_USER | FALABELLA RETAIL SA
  Folio 5514434 | Tipo 33 | $404899 | AUTOMATIC | ExactMatch - Monto exacto + Empresa FALABELLA RETAIL SA a 1d | FALABELLA RETAIL SA
  Folio 5514464 | Tipo 33 | $203980 | AUTOMATIC | ExactMatch - Monto exacto + Empresa FALABELLA RETAIL SA a 1d | FALABELLA RETAIL SA
  Folio 5515544 | Tipo 33 | $1430980 | AUTOMATIC | ExactMatch - Monto exacto + Empresa FALABELLA RETAIL SA a 1d | FALABELLA RETAIL SA
  Folio 5517816 | Tipo 33 | $43980 | AUTOMATIC | ExactMatch - Monto exacto + Empresa FALABELLA RETAIL SA a 1d | FALABELLA RETAIL SA
  Folio 5518297 | Tipo 33 | $63980 | MANUAL | MANUAL_USER | FALABELLA RETAIL SA
  Folio 5519062 | Tipo 33 | $749990 | MANUAL | MANUAL_USER | PERSONAL COMPUTER FACTORY S.A.
  Folio 5547192 | Tipo 33 | $123980 | AUTOMATIC | ExactMatch - Monto exacto + Empresa FALABELLA RETAIL SA a 1d | FALABELLA RETAIL SA
  Folio 5547200 | Tipo 33 | $604960 | MANUAL | MANUAL_USER | FALABELLA RETAIL SA
  Folio 11366163 | Tipo 33 | $699990 | AUTOMATIC | ExactMatch - Monto exacto + Empresa KITCHEN CENTER SPA a 1d | KITCHEN CENTER SPA
  Folio 25956254 | Tipo 33 | $108983 | AUTOMATIC | AmountMatch - Monto exacto $108.983 | 1d diferencia | CENCOSUD RETAIL S.A.
  Folio 37185104 | Tipo 33 | $1359461 | AUTOMATIC | ExactMatch - Monto exacto + Empresa EASY RETAIL S.A. a 1d | EASY RETAIL S.A.
  Folio 37189069 | Tipo 33 | $83981 | AUTOMATIC | ExactMatch - Monto exacto + Empresa EASY RETAIL S.A. a 1d | EASY RETAIL S.A.
  Folio 37192200 | Tipo 33 | $1349970 | AUTOMATIC | ExactMatch - Monto exacto + Empresa EASY RETAIL S.A. a 1d | EASY RETAIL S.A.
  Folio 144953878 | Tipo 33 | $410980 | AUTOMATIC | AmountMatch - Monto exacto $410.980 | 1d diferencia | SODIMAC S.A.
